participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.participation_fee,session.config.completionlink,session.config.real_world_currency_per_point,session.config.name,my_survey_static.1.player.id_in_group,my_survey_static.1.player.role,my_survey_static.1.player.payoff,my_survey_static.1.player.participant_label,my_survey_static.1.player.topic_number,my_survey_static.1.player.tmp_topics,my_survey_static.1.player.positioning_user,my_survey_static.1.player.time_positioning,my_survey_static.1.player.I_understand,my_survey_static.1.player.time_taskexplaination,my_survey_static.1.player.tmp_ranking,my_survey_static.1.player.click_rank,my_survey_static.1.player.click_id,my_survey_static.1.player.positioning_true,my_survey_static.1.player.time_rankig,my_survey_static.1.player.highlight,my_survey_static.1.player.read_more_highlight,my_survey_static.1.player.time_highlight,my_survey_static.1.player.positioning_text,my_survey_static.1.player.read_more_positioning,my_survey_static.1.player.time_positioning_text,my_survey_static.1.group.id_in_subsession,my_survey_static.1.subsession.round_number,my_survey_static.2.player.id_in_group,my_survey_static.2.player.role,my_survey_static.2.player.payoff,my_survey_static.2.player.participant_label,my_survey_static.2.player.topic_number,my_survey_static.2.player.tmp_topics,my_survey_static.2.player.positioning_user,my_survey_static.2.player.time_positioning,my_survey_static.2.player.I_understand,my_survey_static.2.player.time_taskexplaination,my_survey_static.2.player.tmp_ranking,my_survey_static.2.player.click_rank,my_survey_static.2.player.click_id,my_survey_static.2.player.positioning_true,my_survey_static.2.player.time_rankig,my_survey_static.2.player.highlight,my_survey_static.2.player.read_more_highlight,my_survey_static.2.player.time_highlight,my_survey_static.2.player.positioning_text,my_survey_static.2.player.read_more_positioning,my_survey_static.2.player.time_positioning_text,my_survey_static.2.group.id_in_subsession,my_survey_static.2.subsession.round_number,my_survey_static.3.player.id_in_group,my_survey_static.3.player.role,my_survey_static.3.player.payoff,my_survey_static.3.player.participant_label,my_survey_static.3.player.topic_number,my_survey_static.3.player.tmp_topics,my_survey_static.3.player.positioning_user,my_survey_static.3.player.time_positioning,my_survey_static.3.player.I_understand,my_survey_static.3.player.time_taskexplaination,my_survey_static.3.player.tmp_ranking,my_survey_static.3.player.click_rank,my_survey_static.3.player.click_id,my_survey_static.3.player.positioning_true,my_survey_static.3.player.time_rankig,my_survey_static.3.player.highlight,my_survey_static.3.player.read_more_highlight,my_survey_static.3.player.time_highlight,my_survey_static.3.player.positioning_text,my_survey_static.3.player.read_more_positioning,my_survey_static.3.player.time_positioning_text,my_survey_static.3.group.id_in_subsession,my_survey_static.3.subsession.round_number,my_survey_static.4.player.id_in_group,my_survey_static.4.player.role,my_survey_static.4.player.payoff,my_survey_static.4.player.participant_label,my_survey_static.4.player.topic_number,my_survey_static.4.player.tmp_topics,my_survey_static.4.player.positioning_user,my_survey_static.4.player.time_positioning,my_survey_static.4.player.I_understand,my_survey_static.4.player.time_taskexplaination,my_survey_static.4.player.tmp_ranking,my_survey_static.4.player.click_rank,my_survey_static.4.player.click_id,my_survey_static.4.player.positioning_true,my_survey_static.4.player.time_rankig,my_survey_static.4.player.highlight,my_survey_static.4.player.read_more_highlight,my_survey_static.4.player.time_highlight,my_survey_static.4.player.positioning_text,my_survey_static.4.player.read_more_positioning,my_survey_static.4.player.time_positioning_text,my_survey_static.4.group.id_in_subsession,my_survey_static.4.subsession.round_number,ideology.1.player.id_in_group,ideology.1.player.role,ideology.1.player.payoff,ideology.1.player.leaning,ideology.1.player.leaning_strength,ideology.1.player.center_strength,ideology.1.group.id_in_subsession,ideology.1.subsession.round_number,demographics_and_payment.1.player.id_in_group,demographics_and_payment.1.player.role,demographics_and_payment.1.player.payoff,demographics_and_payment.1.player.age,demographics_and_payment.1.player.gender,demographics_and_payment.1.player.gender_open,demographics_and_payment.1.player.comment,demographics_and_payment.1.group.id_in_subsession,demographics_and_payment.1.subsession.round_number
340,6nd5rfn0,,0,0,26,,,,0,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,20,,0.0, ,,,,,,,,,,,,,,,,,,17,1,20,,0.0, ,,,,,,,,,,,,,,,,,,17,2,20,,0.0, ,,,,,,,,,,,,,,,,,,17,3,20,,0.0, ,,,,,,,,,,,,,,,,,,17,4,340,,0.0,,,,1,1,340,,0.0,,,,,1,1
341,hlzei7ca,,0,0,26,,,,0,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,1,,0.0, ,,,,,,,,,,,,,,,,,,18,1,1,,0.0, ,,,,,,,,,,,,,,,,,,18,2,1,,0.0, ,,,,,,,,,,,,,,,,,,18,3,1,,0.0, ,,,,,,,,,,,,,,,,,,18,4,341,,0.0,,,,1,1,341,,0.0,,,,,1,1
342,hlulzlys,,0,0,26,,,,0,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,2,,0.0, ,,,,,,,,,,,,,,,,,,18,1,2,,0.0, ,,,,,,,,,,,,,,,,,,18,2,2,,0.0, ,,,,,,,,,,,,,,,,,,18,3,2,,0.0, ,,,,,,,,,,,,,,,,,,18,4,342,,0.0,,,,1,1,342,,0.0,,,,,1,1
343,ztjn4ww2,,0,0,26,,,,0,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,3,,0.0, ,,,,,,,,,,,,,,,,,,18,1,3,,0.0, ,,,,,,,,,,,,,,,,,,18,2,3,,0.0, ,,,,,,,,,,,,,,,,,,18,3,3,,0.0, ,,,,,,,,,,,,,,,,,,18,4,343,,0.0,,,,1,1,343,,0.0,,,,,1,1
344,2v0uv4ve,,0,0,26,,,,0,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,4,,0.0, ,,,,,,,,,,,,,,,,,,18,1,4,,0.0, ,,,,,,,,,,,,,,,,,,18,2,4,,0.0, ,,,,,,,,,,,,,,,,,,18,3,4,,0.0, ,,,,,,,,,,,,,,,,,,18,4,344,,0.0,,,,1,1,344,,0.0,,,,,1,1
345,2h7324ca,,0,0,26,,,,0,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,5,,0.0, ,,,,,,,,,,,,,,,,,,18,1,5,,0.0, ,,,,,,,,,,,,,,,,,,18,2,5,,0.0, ,,,,,,,,,,,,,,,,,,18,3,5,,0.0, ,,,,,,,,,,,,,,,,,,18,4,345,,0.0,,,,1,1,345,,0.0,,,,,1,1
346,g08hznlc,,0,0,26,,,,0,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,6,,0.0, ,,,,,,,,,,,,,,,,,,18,1,6,,0.0, ,,,,,,,,,,,,,,,,,,18,2,6,,0.0, ,,,,,,,,,,,,,,,,,,18,3,6,,0.0, ,,,,,,,,,,,,,,,,,,18,4,346,,0.0,,,,1,1,346,,0.0,,,,,1,1
347,5mo6hgrv,,0,0,26,,,,0,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,7,,0.0, ,,,,,,,,,,,,,,,,,,18,1,7,,0.0, ,,,,,,,,,,,,,,,,,,18,2,7,,0.0, ,,,,,,,,,,,,,,,,,,18,3,7,,0.0, ,,,,,,,,,,,,,,,,,,18,4,347,,0.0,,,,1,1,347,,0.0,,,,,1,1
348,xguhiebp,,0,0,26,,,,0,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,8,,0.0, ,,,,,,,,,,,,,,,,,,18,1,8,,0.0, ,,,,,,,,,,,,,,,,,,18,2,8,,0.0, ,,,,,,,,,,,,,,,,,,18,3,8,,0.0, ,,,,,,,,,,,,,,,,,,18,4,348,,0.0,,,,1,1,348,,0.0,,,,,1,1
349,l7wsq6ew,,0,0,26,,,,0,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,9,,0.0, ,,,,,,,,,,,,,,,,,,18,1,9,,0.0, ,,,,,,,,,,,,,,,,,,18,2,9,,0.0, ,,,,,,,,,,,,,,,,,,18,3,9,,0.0, ,,,,,,,,,,,,,,,,,,18,4,349,,0.0,,,,1,1,349,,0.0,,,,,1,1
350,8btbctot,,0,0,26,,,,0,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,10,,0.0, ,,,,,,,,,,,,,,,,,,18,1,10,,0.0, ,,,,,,,,,,,,,,,,,,18,2,10,,0.0, ,,,,,,,,,,,,,,,,,,18,3,10,,0.0, ,,,,,,,,,,,,,,,,,,18,4,350,,0.0,,,,1,1,350,,0.0,,,,,1,1
351,9kird8az,,0,0,26,,,,0,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,11,,0.0, ,,,,,,,,,,,,,,,,,,18,1,11,,0.0, ,,,,,,,,,,,,,,,,,,18,2,11,,0.0, ,,,,,,,,,,,,,,,,,,18,3,11,,0.0, ,,,,,,,,,,,,,,,,,,18,4,351,,0.0,,,,1,1,351,,0.0,,,,,1,1
352,yzia7xub,,0,0,26,,,,0,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,12,,0.0, ,,,,,,,,,,,,,,,,,,18,1,12,,0.0, ,,,,,,,,,,,,,,,,,,18,2,12,,0.0, ,,,,,,,,,,,,,,,,,,18,3,12,,0.0, ,,,,,,,,,,,,,,,,,,18,4,352,,0.0,,,,1,1,352,,0.0,,,,,1,1
353,dr7v9mx5,,0,0,26,,,,0,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,13,,0.0, ,,,,,,,,,,,,,,,,,,18,1,13,,0.0, ,,,,,,,,,,,,,,,,,,18,2,13,,0.0, ,,,,,,,,,,,,,,,,,,18,3,13,,0.0, ,,,,,,,,,,,,,,,,,,18,4,353,,0.0,,,,1,1,353,,0.0,,,,,1,1
354,xxr17rj9,,0,0,26,,,,0,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,14,,0.0, ,,,,,,,,,,,,,,,,,,18,1,14,,0.0, ,,,,,,,,,,,,,,,,,,18,2,14,,0.0, ,,,,,,,,,,,,,,,,,,18,3,14,,0.0, ,,,,,,,,,,,,,,,,,,18,4,354,,0.0,,,,1,1,354,,0.0,,,,,1,1
355,u6sfgilq,,0,0,26,,,,0,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,15,,0.0, ,,,,,,,,,,,,,,,,,,18,1,15,,0.0, ,,,,,,,,,,,,,,,,,,18,2,15,,0.0, ,,,,,,,,,,,,,,,,,,18,3,15,,0.0, ,,,,,,,,,,,,,,,,,,18,4,355,,0.0,,,,1,1,355,,0.0,,,,,1,1
356,haawdety,,0,0,26,,,,0,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,16,,0.0, ,,,,,,,,,,,,,,,,,,18,1,16,,0.0, ,,,,,,,,,,,,,,,,,,18,2,16,,0.0, ,,,,,,,,,,,,,,,,,,18,3,16,,0.0, ,,,,,,,,,,,,,,,,,,18,4,356,,0.0,,,,1,1,356,,0.0,,,,,1,1
357,ziqd3c1e,,0,0,26,,,,0,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,17,,0.0, ,,,,,,,,,,,,,,,,,,18,1,17,,0.0, ,,,,,,,,,,,,,,,,,,18,2,17,,0.0, ,,,,,,,,,,,,,,,,,,18,3,17,,0.0, ,,,,,,,,,,,,,,,,,,18,4,357,,0.0,,,,1,1,357,,0.0,,,,,1,1
358,8rozz0sd,,0,0,26,,,,0,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,18,,0.0, ,,,,,,,,,,,,,,,,,,18,1,18,,0.0, ,,,,,,,,,,,,,,,,,,18,2,18,,0.0, ,,,,,,,,,,,,,,,,,,18,3,18,,0.0, ,,,,,,,,,,,,,,,,,,18,4,358,,0.0,,,,1,1,358,,0.0,,,,,1,1
359,twvggh99,,0,0,26,,,,0,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,19,,0.0, ,,,,,,,,,,,,,,,,,,18,1,19,,0.0, ,,,,,,,,,,,,,,,,,,18,2,19,,0.0, ,,,,,,,,,,,,,,,,,,18,3,19,,0.0, ,,,,,,,,,,,,,,,,,,18,4,359,,0.0,,,,1,1,359,,0.0,,,,,1,1
360,n8ujvxef,,0,0,26,,,,0,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,20,,0.0, ,,,,,,,,,,,,,,,,,,18,1,20,,0.0, ,,,,,,,,,,,,,,,,,,18,2,20,,0.0, ,,,,,,,,,,,,,,,,,,18,3,20,,0.0, ,,,,,,,,,,,,,,,,,,18,4,360,,0.0,,,,1,1,360,,0.0,,,,,1,1
361,7ugvwuf8,,0,0,26,,,,0,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,1,,0.0, ,,,,,,,,,,,,,,,,,,19,1,1,,0.0, ,,,,,,,,,,,,,,,,,,19,2,1,,0.0, ,,,,,,,,,,,,,,,,,,19,3,1,,0.0, ,,,,,,,,,,,,,,,,,,19,4,361,,0.0,,,,1,1,361,,0.0,,,,,1,1
362,ps3998p1,,0,0,26,,,,0,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,2,,0.0, ,,,,,,,,,,,,,,,,,,19,1,2,,0.0, ,,,,,,,,,,,,,,,,,,19,2,2,,0.0, ,,,,,,,,,,,,,,,,,,19,3,2,,0.0, ,,,,,,,,,,,,,,,,,,19,4,362,,0.0,,,,1,1,362,,0.0,,,,,1,1
363,oygeeh4f,,0,0,26,,,,0,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,3,,0.0, ,,,,,,,,,,,,,,,,,,19,1,3,,0.0, ,,,,,,,,,,,,,,,,,,19,2,3,,0.0, ,,,,,,,,,,,,,,,,,,19,3,3,,0.0, ,,,,,,,,,,,,,,,,,,19,4,363,,0.0,,,,1,1,363,,0.0,,,,,1,1
364,1s1npwx4,,0,0,26,,,,0,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,4,,0.0, ,,,,,,,,,,,,,,,,,,19,1,4,,0.0, ,,,,,,,,,,,,,,,,,,19,2,4,,0.0, ,,,,,,,,,,,,,,,,,,19,3,4,,0.0, ,,,,,,,,,,,,,,,,,,19,4,364,,0.0,,,,1,1,364,,0.0,,,,,1,1
365,2mcesx3z,,0,0,26,,,,0,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,5,,0.0, ,,,,,,,,,,,,,,,,,,19,1,5,,0.0, ,,,,,,,,,,,,,,,,,,19,2,5,,0.0, ,,,,,,,,,,,,,,,,,,19,3,5,,0.0, ,,,,,,,,,,,,,,,,,,19,4,365,,0.0,,,,1,1,365,,0.0,,,,,1,1
366,ddhpzirn,,0,0,26,,,,0,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,6,,0.0, ,,,,,,,,,,,,,,,,,,19,1,6,,0.0, ,,,,,,,,,,,,,,,,,,19,2,6,,0.0, ,,,,,,,,,,,,,,,,,,19,3,6,,0.0, ,,,,,,,,,,,,,,,,,,19,4,366,,0.0,,,,1,1,366,,0.0,,,,,1,1
367,olp6l3ko,,0,0,26,,,,0,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,7,,0.0, ,,,,,,,,,,,,,,,,,,19,1,7,,0.0, ,,,,,,,,,,,,,,,,,,19,2,7,,0.0, ,,,,,,,,,,,,,,,,,,19,3,7,,0.0, ,,,,,,,,,,,,,,,,,,19,4,367,,0.0,,,,1,1,367,,0.0,,,,,1,1
368,nt8eichf,,0,0,26,,,,0,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,8,,0.0, ,,,,,,,,,,,,,,,,,,19,1,8,,0.0, ,,,,,,,,,,,,,,,,,,19,2,8,,0.0, ,,,,,,,,,,,,,,,,,,19,3,8,,0.0, ,,,,,,,,,,,,,,,,,,19,4,368,,0.0,,,,1,1,368,,0.0,,,,,1,1
369,rrjye1ur,,0,0,26,,,,0,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,9,,0.0, ,,,,,,,,,,,,,,,,,,19,1,9,,0.0, ,,,,,,,,,,,,,,,,,,19,2,9,,0.0, ,,,,,,,,,,,,,,,,,,19,3,9,,0.0, ,,,,,,,,,,,,,,,,,,19,4,369,,0.0,,,,1,1,369,,0.0,,,,,1,1
370,44had50p,,0,0,26,,,,0,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,10,,0.0, ,,,,,,,,,,,,,,,,,,19,1,10,,0.0, ,,,,,,,,,,,,,,,,,,19,2,10,,0.0, ,,,,,,,,,,,,,,,,,,19,3,10,,0.0, ,,,,,,,,,,,,,,,,,,19,4,370,,0.0,,,,1,1,370,,0.0,,,,,1,1
371,umrr3rqk,,0,0,26,,,,0,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,11,,0.0, ,,,,,,,,,,,,,,,,,,19,1,11,,0.0, ,,,,,,,,,,,,,,,,,,19,2,11,,0.0, ,,,,,,,,,,,,,,,,,,19,3,11,,0.0, ,,,,,,,,,,,,,,,,,,19,4,371,,0.0,,,,1,1,371,,0.0,,,,,1,1
372,pj54qww9,,0,0,26,,,,0,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,12,,0.0, ,,,,,,,,,,,,,,,,,,19,1,12,,0.0, ,,,,,,,,,,,,,,,,,,19,2,12,,0.0, ,,,,,,,,,,,,,,,,,,19,3,12,,0.0, ,,,,,,,,,,,,,,,,,,19,4,372,,0.0,,,,1,1,372,,0.0,,,,,1,1
373,n40wj197,,0,0,26,,,,0,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,13,,0.0, ,,,,,,,,,,,,,,,,,,19,1,13,,0.0, ,,,,,,,,,,,,,,,,,,19,2,13,,0.0, ,,,,,,,,,,,,,,,,,,19,3,13,,0.0, ,,,,,,,,,,,,,,,,,,19,4,373,,0.0,,,,1,1,373,,0.0,,,,,1,1
374,uc0yidi0,,0,0,26,,,,0,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,14,,0.0, ,,,,,,,,,,,,,,,,,,19,1,14,,0.0, ,,,,,,,,,,,,,,,,,,19,2,14,,0.0, ,,,,,,,,,,,,,,,,,,19,3,14,,0.0, ,,,,,,,,,,,,,,,,,,19,4,374,,0.0,,,,1,1,374,,0.0,,,,,1,1
375,nx7y56ue,,0,0,26,,,,0,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,15,,0.0, ,,,,,,,,,,,,,,,,,,19,1,15,,0.0, ,,,,,,,,,,,,,,,,,,19,2,15,,0.0, ,,,,,,,,,,,,,,,,,,19,3,15,,0.0, ,,,,,,,,,,,,,,,,,,19,4,375,,0.0,,,,1,1,375,,0.0,,,,,1,1
376,8vezu186,,0,0,26,,,,0,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,16,,0.0, ,,,,,,,,,,,,,,,,,,19,1,16,,0.0, ,,,,,,,,,,,,,,,,,,19,2,16,,0.0, ,,,,,,,,,,,,,,,,,,19,3,16,,0.0, ,,,,,,,,,,,,,,,,,,19,4,376,,0.0,,,,1,1,376,,0.0,,,,,1,1
377,azu5ai6m,,0,0,26,,,,0,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,17,,0.0, ,,,,,,,,,,,,,,,,,,19,1,17,,0.0, ,,,,,,,,,,,,,,,,,,19,2,17,,0.0, ,,,,,,,,,,,,,,,,,,19,3,17,,0.0, ,,,,,,,,,,,,,,,,,,19,4,377,,0.0,,,,1,1,377,,0.0,,,,,1,1
378,yhw2ufze,,0,0,26,,,,0,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,18,,0.0, ,,,,,,,,,,,,,,,,,,19,1,18,,0.0, ,,,,,,,,,,,,,,,,,,19,2,18,,0.0, ,,,,,,,,,,,,,,,,,,19,3,18,,0.0, ,,,,,,,,,,,,,,,,,,19,4,378,,0.0,,,,1,1,378,,0.0,,,,,1,1
379,ett8xey4,,0,0,26,,,,0,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,19,,0.0, ,,,,,,,,,,,,,,,,,,19,1,19,,0.0, ,,,,,,,,,,,,,,,,,,19,2,19,,0.0, ,,,,,,,,,,,,,,,,,,19,3,19,,0.0, ,,,,,,,,,,,,,,,,,,19,4,379,,0.0,,,,1,1,379,,0.0,,,,,1,1
380,aoctg74p,,0,0,26,,,,0,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,20,,0.0, ,,,,,,,,,,,,,,,,,,19,1,20,,0.0, ,,,,,,,,,,,,,,,,,,19,2,20,,0.0, ,,,,,,,,,,,,,,,,,,19,3,20,,0.0, ,,,,,,,,,,,,,,,,,,19,4,380,,0.0,,,,1,1,380,,0.0,,,,,1,1
381,lihalchy,,0,0,26,,,,0,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,1,,0.0, ,,,,,,,,,,,,,,,,,,20,1,1,,0.0, ,,,,,,,,,,,,,,,,,,20,2,1,,0.0, ,,,,,,,,,,,,,,,,,,20,3,1,,0.0, ,,,,,,,,,,,,,,,,,,20,4,381,,0.0,,,,1,1,381,,0.0,,,,,1,1
382,bsrnzsvb,,0,0,26,,,,0,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,2,,0.0, ,,,,,,,,,,,,,,,,,,20,1,2,,0.0, ,,,,,,,,,,,,,,,,,,20,2,2,,0.0, ,,,,,,,,,,,,,,,,,,20,3,2,,0.0, ,,,,,,,,,,,,,,,,,,20,4,382,,0.0,,,,1,1,382,,0.0,,,,,1,1
383,17hk4qa7,,0,0,26,,,,0,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,3,,0.0, ,,,,,,,,,,,,,,,,,,20,1,3,,0.0, ,,,,,,,,,,,,,,,,,,20,2,3,,0.0, ,,,,,,,,,,,,,,,,,,20,3,3,,0.0, ,,,,,,,,,,,,,,,,,,20,4,383,,0.0,,,,1,1,383,,0.0,,,,,1,1
384,wgr12p42,,0,0,26,,,,0,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,4,,0.0, ,,,,,,,,,,,,,,,,,,20,1,4,,0.0, ,,,,,,,,,,,,,,,,,,20,2,4,,0.0, ,,,,,,,,,,,,,,,,,,20,3,4,,0.0, ,,,,,,,,,,,,,,,,,,20,4,384,,0.0,,,,1,1,384,,0.0,,,,,1,1
385,ske4691i,,0,0,26,,,,0,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,5,,0.0, ,,,,,,,,,,,,,,,,,,20,1,5,,0.0, ,,,,,,,,,,,,,,,,,,20,2,5,,0.0, ,,,,,,,,,,,,,,,,,,20,3,5,,0.0, ,,,,,,,,,,,,,,,,,,20,4,385,,0.0,,,,1,1,385,,0.0,,,,,1,1
386,csk29z9e,,0,0,26,,,,0,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,6,,0.0, ,,,,,,,,,,,,,,,,,,20,1,6,,0.0, ,,,,,,,,,,,,,,,,,,20,2,6,,0.0, ,,,,,,,,,,,,,,,,,,20,3,6,,0.0, ,,,,,,,,,,,,,,,,,,20,4,386,,0.0,,,,1,1,386,,0.0,,,,,1,1
387,rdaeybhz,,0,0,26,,,,0,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,7,,0.0, ,,,,,,,,,,,,,,,,,,20,1,7,,0.0, ,,,,,,,,,,,,,,,,,,20,2,7,,0.0, ,,,,,,,,,,,,,,,,,,20,3,7,,0.0, ,,,,,,,,,,,,,,,,,,20,4,387,,0.0,,,,1,1,387,,0.0,,,,,1,1
388,xg2atvur,,0,0,26,,,,0,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,8,,0.0, ,,,,,,,,,,,,,,,,,,20,1,8,,0.0, ,,,,,,,,,,,,,,,,,,20,2,8,,0.0, ,,,,,,,,,,,,,,,,,,20,3,8,,0.0, ,,,,,,,,,,,,,,,,,,20,4,388,,0.0,,,,1,1,388,,0.0,,,,,1,1
389,u7f5cy47,,0,0,26,,,,0,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,9,,0.0, ,,,,,,,,,,,,,,,,,,20,1,9,,0.0, ,,,,,,,,,,,,,,,,,,20,2,9,,0.0, ,,,,,,,,,,,,,,,,,,20,3,9,,0.0, ,,,,,,,,,,,,,,,,,,20,4,389,,0.0,,,,1,1,389,,0.0,,,,,1,1
390,326kdg7f,,0,0,26,,,,0,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,10,,0.0, ,,,,,,,,,,,,,,,,,,20,1,10,,0.0, ,,,,,,,,,,,,,,,,,,20,2,10,,0.0, ,,,,,,,,,,,,,,,,,,20,3,10,,0.0, ,,,,,,,,,,,,,,,,,,20,4,390,,0.0,,,,1,1,390,,0.0,,,,,1,1
